"avatar href","title href","title","company href","company-name","title-salary","city-text","exp","item-tag","item-tag href","item-tag 2","item-tag href 2","item-tag 3","remaining-items","item-tag 4","remaining-items 2","address","btn href","item-tag href 3","item-tag href 4","item-tag 6"
"https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-van-hanh-may-cnc/2131930.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-van-hanh-may-cnc/2131930.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Nhân Viên Lập Trình - Vận Hành Máy CNC","https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-cao-micro-one/178426.html","CÔNG TY TNHH CÔNG NGHỆ CAO MICRO ONE","15 - 30 triệu","Hà Nội","Không yêu cầu","Kỹ sư lập trình máy","https://www.topcv.vn/tim-viec-lam-ky-su-lap-trinh-may-cr417cb419cl432","Cơ khí / Tự động hóa","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=44","K...","+2","Kỹ sư lập trình má...","+3","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/account-executive-senior-thu-nhap-tu-18-trieu-tu-2-nam-kinh-nghiem-tai-quan-1-cu-hcm/2126354.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/account-executive-senior-thu-nhap-tu-18-trieu-tu-2-nam-kinh-nghiem-tai-quan-1-cu-hcm/2126354.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Account Executive Senior / Thu Nhập Từ 18 Triệu / Từ 2 Năm Kinh Nghiệm / Tại Quận 1 (Cũ), HCM","https://www.topcv.vn/cong-ty/cong-ty-co-phan-woay/61846.html","CÔNG TY CỔ PHẦN WOAY","Từ 18 triệu","Hồ Chí Minh (mới)","2 năm","IT Consultant","https://www.topcv.vn/tim-viec-lam-it-consultant-cr257cb270cl330","Game","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=5","Tu...","+3","IT Consultant","+4","1 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=35","https://www.topcv.vn/tim-viec-lam-it-consultant-cr257cb270cl330","Game"
"https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-senior-business-analyst-san-pham-quan-ly-cua-hang-nha-hang-tai-chinh-ai-cho-ca-nhan/2109108.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-senior-business-analyst-san-pham-quan-ly-cua-hang-nha-hang-tai-chinh-ai-cho-ca-nhan/2109108.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Chuyên Viên Phân Tích Nghiệp Vụ (Senior Business Analyst) - Sản Phẩm Quản Lý Cửa Hàng/Nhà Hàng/Tài Chính - AI Cho Cá Nhân","https://www.topcv.vn/cong-ty/cong-ty-co-phan-misa/198409.html","Công ty Cổ phần MISA","Thoả thuận","Hà Nội","3 năm","Business Analyst (Phân tích nghiệp vụ)","https://www.topcv.vn/tim-viec-lam-business-analyst-phan-tich-nghiep-vu-cr257cb268cl322","","","Tà...","+12","Business Analyst (...","+12","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-phan-mem-chuyen-doi-so-muc-luong-20-30-trieu/2139776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-phan-mem-chuyen-doi-so-muc-luong-20-30-trieu/2139776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Chuyên Viên Triển Khai Phần Mềm & Chuyển Đổi Số (Mức Lương 20 - 30 Triệu)","https://www.topcv.vn/cong-ty/cong-ty-co-phan-phuoc-hung/58099.html","CÔNG TY CỔ PHẦN PHƯỚC HƯNG","20 - 30 triệu","Gia Lai (mới)","2 năm","Chuyên môn Công nghệ thông tin khác","https://www.topcv.vn/tim-viec-lam-chuyen-mon-cong-nghe-thong-tin-khac-cr257cb270cl329","","","IT - ...","+7","Chuyên môn Công ng...","+7","4 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/ky-su-he-thong-system-engineer-luong-den-25-trieu/2109630.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/ky-su-he-thong-system-engineer-luong-den-25-trieu/2109630.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Kỹ Sư Hệ Thống (System Engineer) - Lương Đến 25 Triệu","https://www.topcv.vn/cong-ty/cong-ty-tnhh-tich-hop-he-thong-nht/200745.html","CÔNG TY TNHH TÍCH HỢP HỆ THỐNG NHT","Tới 25 triệu","Hà Nội & 2 nơi khác","1 năm","Tích hợp hệ thống","https://www.topcv.vn/tim-viec-lam-tich-hop-he-thong-cr644cb646cl668","Viễn thông","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=14","Điện / Điện t...","+3","Tích hợp hệ thống","+4","5 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-tich-hop-he-thong-cr644cb646cl668",""
"https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-ios-android/2109004.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-ios-android/2109004.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Lập Trình Viên Mobile IOS/Android","https://www.topcv.vn/cong-ty/cong-ty-co-phan-misa/198409.html","Công ty Cổ phần MISA","Tới 35 triệu","Hà Nội","1 năm","Mobile Developer","https://www.topcv.vn/tim-viec-lam-mobile-developer-cr257cb258cl274","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","T...","+9","Mobile Developer","+11","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-nghi-thu-7","https://www.topcv.vn/tim-viec-lam-mobile-developer-cr257cb258cl274",""
"https://www.topcv.vn/viec-lam/frontend-reactjs-developer/1997056.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/frontend-reactjs-developer/1997056.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Frontend ReactJS Developer","https://www.topcv.vn/cong-ty/cong-ty-tnhh-lg-cns-viet-nam/139535.html","Công Ty TNHH LG CNS VIỆT NAM","Thoả thuận","Hà Nội","4 năm","Frontend Developer","https://www.topcv.vn/tim-viec-lam-frontend-developer-cr257cb258cl273","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Nghỉ thứ ...","+4","Frontend Developer","+5","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-frontend-developer-cr257cb258cl273",""
"https://www.topcv.vn/viec-lam/lap-trinh-vien/2128140.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/lap-trinh-vien/2128140.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Lập Trình Viên","https://www.topcv.vn/cong-ty/cong-ty-co-phan-phan-mem-y-te-viet-nam/181561.html","CÔNG TY CỔ PHẦN PHẦN MỀM Y TẾ VIỆT NAM","Thoả thuận","Hà Nội","Không yêu cầu","Frontend Developer","https://www.topcv.vn/tim-viec-lam-frontend-developer-cr257cb258cl273","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Y tế / Dư...","+8","Frontend Developer","+9","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-frontend-developer-cr257cb258cl273",""
"https://www.topcv.vn/viec-lam/lap-trinh-vien-c-sql-uu-tien-biet-mes/2129787.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/lap-trinh-vien-c-sql-uu-tien-biet-mes/2129787.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Lập Trình Viên C#,SQL  (Ưu Tiên Biết MES)","https://www.topcv.vn/cong-ty/cong-ty-co-phan-k-he-thong/95316.html","Công ty cổ phần K. Hệ thống","Thoả thuận","Hà Nội & Hồ Chí Minh (mới)","Không yêu cầu","System Administrator","https://www.topcv.vn/tim-viec-lam-system-administrator-cr257cb262cl291","","","Không yêu cầu kinh n...","+2","System Administrat...","+2","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/senior-business-analyst-customer-care-center/2128769.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/senior-business-analyst-customer-care-center/2128769.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Senior Business Analyst (Customer Care Center)","https://www.topcv.vn/cong-ty/cong-ty-co-phan-chung-khoan-phu-hung/201122.html","Công ty Cổ phần Chứng khoán Phú Hưng","Thoả thuận","Hồ Chí Minh (mới)","2 năm","Business Analyst (Phân tích nghiệp vụ)","https://www.topcv.vn/tim-viec-lam-business-analyst-phan-tich-nghiep-vu-cr257cb268cl322","","","IT...","+7","Business Analyst (...","+7","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/quality-control-engineer-manual-qc-tester/2137771.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/quality-control-engineer-manual-qc-tester/2137771.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Quality Control Engineer (Manual QC/Tester)","https://www.topcv.vn/cong-ty/cong-ty-tnhh-maple-labs/41190.html","CÔNG TY TNHH MAPLE LABS","Thoả thuận","Hồ Chí Minh (mới)","1 năm","Manual Tester","https://www.topcv.vn/tim-viec-lam-manual-tester-cr257cb259cl279","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Marketing ...","+4","Manual Tester","+6","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=5","https://www.topcv.vn/tim-viec-lam-manual-tester-cr257cb259cl279",""
"https://www.topcv.vn/viec-lam/fresher-software-developer-globeex-talent-program/2134511.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/fresher-software-developer-globeex-talent-program/2134511.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Fresher Software Developer-GlobeeX Talent Program","https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-cong-nghe-globee/97834.html","CÔNG TY TNHH DỊCH VỤ - CÔNG NGHỆ GLOBEE","Từ 12 triệu","Hồ Chí Minh (mới)","Dưới 1 năm","Software Engineer","https://www.topcv.vn/tim-viec-lam-software-engineer-cr257cb258cl271","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Thương mại...","+4","Software Engineer","+5","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-software-engineer-cr257cb258cl271",""
"https://www.topcv.vn/viec-lam/react-native-developer-si-msb-3i132/2129313.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/react-native-developer-si-msb-3i132/2129313.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","React Native Developer - SI - MSB - 3I132","https://www.topcv.vn/cong-ty/ngan-hang-tmcp-hang-hai-viet-nam-msb/198976.html","Ngân hàng TMCP Hàng Hải Việt Nam (MSB)","Thoả thuận","Hà Nội","4 năm","Software Engineer","https://www.topcv.vn/tim-viec-lam-software-engineer-cr257cb258cl271","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Nghỉ thứ 7","+2","Software Engineer","+4","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-nghi-thu-7","https://www.topcv.vn/tim-viec-lam-software-engineer-cr257cb258cl271",""
"https://www.topcv.vn/brand/vpbank/tuyen-dung/senior-backend-developer-java-id1818-j2128077.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/brand/vpbank/tuyen-dung/senior-backend-developer-java-id1818-j2128077.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Senior Backend Developer (Java) - ID1818","https://www.topcv.vn/brand/vpbank?id=493","Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank)","Thoả thuận","Hà Nội","5 năm","Backend Developer","https://www.topcv.vn/tim-viec-lam-backend-developer-cr257cb258cl272","Đại Họ...","","5 năm kinh nghiệm","+1","Backend Developer","+2","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-backend-developer-cr257cb258cl272",""
"https://www.topcv.vn/viec-lam/truong-phong-trien-khai-phan-mem-tu-van-chuyen-doi-so-cho-doanh-nghiep/2132119.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/truong-phong-trien-khai-phan-mem-tu-van-chuyen-doi-so-cho-doanh-nghiep/2132119.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Trưởng Phòng Triển Khai Phần Mềm & Tư Vấn Chuyển Đổi Số Cho Doanh Nghiệp","https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-getfly-viet-nam/90599.html","CÔNG TY CỔ PHẦN CÔNG NGHỆ GETFLY VIỆT NAM","15 - 30 triệu","Hà Nội & Hồ Chí Minh (mới)","1 năm","Chuyên môn Công nghệ thông tin khác","https://www.topcv.vn/tim-viec-lam-chuyen-mon-cong-nghe-thong-tin-khac-cr257cb270cl329","","","IT - ...","+13","Chuyên môn Công ng...","+13","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/front-end-developer-vue-sse-websocket/2127407.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/front-end-developer-vue-sse-websocket/2127407.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Front End Developer (Vue, SSE, WebSocket)","https://www.topcv.vn/cong-ty/cong-ty-tnhh-lg-cns-viet-nam/139535.html","Công Ty TNHH LG CNS VIỆT NAM","Thoả thuận","Hà Nội","Trên 5 năm","Frontend Developer","https://www.topcv.vn/tim-viec-lam-frontend-developer-cr257cb258cl273","Nghỉ thứ 7","https://www.topcv.vn/tim-viec-lam-nghi-thu-7","Trên 5 năm k...","+2","Frontend Developer","+3","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-frontend-developer-cr257cb258cl273",""
"https://www.topcv.vn/viec-lam/react-native-developer/2129914.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/react-native-developer/2129914.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","React Native Developer","https://www.topcv.vn/cong-ty/cong-ty-co-phan-pt-hub/240574.html","Công ty cổ phần PT HUB","Thoả thuận","Hà Nội","2 năm","Mobile Developer","https://www.topcv.vn/tim-viec-lam-mobile-developer-cr257cb258cl274","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","2...","+6","Mobile Developer","+8","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-nghi-thu-7","https://www.topcv.vn/tim-viec-lam-mobile-developer-cr257cb258cl274",""
"https://www.topcv.vn/viec-lam/project-manager-thu-nhap-tu-30-40m-di-lam-ngay-tai-ha-noi/2115247.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/project-manager-thu-nhap-tu-30-40m-di-lam-ngay-tai-ha-noi/2115247.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Project Manager - Thu Nhập Từ 30-40M - Đi Làm Ngay Tại Hà Nội","https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-thong-tin-phu-minh-phu-minh-teck/145267.html","Công ty cổ phần Công nghệ thông tin Phú Minh (Phú Minh Teck)","30 - 40 triệu","Hà Nội","2 năm","IT Project Manager","https://www.topcv.vn/tim-viec-lam-it-project-manager-cr257cb265cl305","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Chính phủ...","+5","IT Project Manager","+6","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-it-project-manager-cr257cb265cl305",""
"https://www.topcv.vn/viec-lam/senior-java-developer-si-msb-3i131/2128134.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","https://www.topcv.vn/viec-lam/senior-java-developer-si-msb-3i131/2128134.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800445","Senior Java Developer - SI - MSB - 3I131","https://www.topcv.vn/cong-ty/ngan-hang-tmcp-hang-hai-viet-nam-msb/198976.html","Ngân hàng TMCP Hàng Hải Việt Nam (MSB)","30 - 50 triệu","Hà Nội","3 năm","Backend Developer","https://www.topcv.vn/tim-viec-lam-backend-developer-cr257cb258cl272","IT - Phần mềm","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Nghỉ thứ 7","+2","Backend Developer","+4","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?sba=1&type_keyword=1%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-nghi-thu-7","https://www.topcv.vn/tim-viec-lam-backend-developer-cr257cb258cl272",""
