"tablescraper-selected-row href","object-contain src","text-[16px]","text-[14px]","text-[14px] 2","text-se-neutral-80","tooltip-content","text-14","rounded-[8px] 2"
"https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-kinh-doanh-phan-mem-b2b-thu-nhap-len-den-20m-c13p122id200814269.html?open_from=0201_1_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/27/z7769138956348_2c1b35e5cb6a233b983772f7e8f0bc24_177729699027.w-128.h-128.jpg?v=220513","Chuyên Viên Kinh Doanh Phần Mềm B2B – Thu Nhập Lên Đến 20M","Công Ty TNHH Công Nghệ Vihat","9 - 20 triệu","TP.HCM","TP.HCM","Còn 33 ngày","Ngày hết hạn nộp hồ sơ 05/06/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-lap-camera-c41p73id200799010.html?open_from=0201_1_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/30/img-1717065427145_171706542861.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Lắp Camera","Công ty Cổ Phần Đầu Tư Công Nghệ HACOM","12 - 20 triệu","Hà Nội","Hà Nội","Còn 9 ngày","Ngày hết hạn nộp hồ sơ 12/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-thuat-vien-lap-dat-thi-cong-mang-camera-c41p119id200809880.html?open_from=0201_1_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/21/img-1776753773689_177675377346.w-128.h-128.png?v=220513","Kỹ Thuật Viên Lắp Đặt, Thi Công Mạng & Camera","Công Ty Tnhh Công Nghệ Thông Tin Và Truyền Thông Cự Phong","12 - 18 triệu","Bình Dương, Hải Phòng","Bình Dương, Hải Phòng","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-online-thiet-bi-van-phong-c13p73id200804700.html?open_from=0201_1_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/30/img-1717065427145_171706542861.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh Online (Thiết Bị Văn Phòng)","Công ty Cổ Phần Đầu Tư Công Nghệ HACOM","12 - 14 triệu","Hà Nội","Hà Nội","Còn 9 ngày","Ngày hết hạn nộp hồ sơ 12/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-lap-dat-bao-tri-thu-nhap-15-20-trieu-c7p73id200812139.html?open_from=0201_1_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/08/01/img-1722495382695_172249538188.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Lắp Đặt, Bảo Trì - Thu Nhập 15-20 Triệu","Công Ty Cổ Phần Phát Triển Công Nghệ Ngày Đêm","15 - 20 triệu","Hà Nội","Hà Nội","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"","","","","","","","Điền nhanh một vài thông tin để xem những công việc phù hợp hơn với bạn.",""
"https://vieclam24h.vn/it-phan-cung-mang/nhan-trien-khai-du-an-lap-dat-c7p73id200804935.html?open_from=0201_1_6&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2021/12/17/images/163971526266.w-128.h-128.jpeg?v=220513","Nhân Triển Khai Dự Án Lắp Đặt","Công Ty Cổ Phần Truyền Thông Att Việt Nam","8 - 12 triệu","Hà Nội","Hà Nội","Còn 15 ngày","Ngày hết hạn nộp hồ sơ 18/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-tin-hoc-thu-nhap-on-dinh-c8p73id200816357.html?open_from=0201_1_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/default/2022/05/27/images/165363601297.w-128.h-128.jpeg?v=220513","Chuyên Viên Tin Học - Thu Nhập Ổn Định","Công Ty Vận Chuyển Và Kho Vận Bưu Điện - Tổng Công Ty Bưu Điện Việt Nam","14 - 17 triệu","Hà Nội","Hà Nội","Còn 26 ngày","Ngày hết hạn nộp hồ sơ 29/05/2026"
"https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/graphic-designer-kiem-video-editor-c3p73id200815745.html?open_from=0201_1_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/06/16/phong-xanh_175005588428.w-128.h-128.jpg?v=220513","Graphic Designer Kiêm Video Editor","Công Ty TNHH Dịch Vụ Vận Tải Và Thương Mại Hk","8 - 15 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-thiet-bi-dien-tu-di-lam-ngay-c13p122id200815119.html?open_from=0201_1_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/4174bffd9e148cabf7fea889bae2e3b4_599a439b70f7a_1503282075.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh Thiết Bị Điện Tử - Đi Làm Ngay","Công Ty TNHH Công Nghệ Hoàng Nguyễn","6 - 15 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-co-dien-nhan-viec-ngay-c41p122id200783867.html?open_from=0201_1_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2021/05/19/images/162141347693.w-128.h-128.png?v=220513","Kỹ Sư Cơ Điện (Nhận Việc Ngay)","Công Ty TNHH Thương Mại Dịch Vụ Xây Dựng STG","15 - 25 triệu","TP.HCM, Bình Dương","TP.HCM, Bình Dương","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/thu-mua-kho-van-chuoi-cung-ung/nhan-vien-kho-may-tinh-c14p73id200813032.html?open_from=0201_1_11&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/30/img-1717065427145_171706542861.w-128.h-128.png?v=220513","Nhân Viên Kho Máy Tính","Công ty Cổ Phần Đầu Tư Công Nghệ HACOM","11 - 12 triệu","Hà Nội","Hà Nội","Còn 20 ngày","Ngày hết hạn nộp hồ sơ 23/05/2026"
"https://vieclam24h.vn/cham-soc-khach-hang/nhan-vien-tu-van-chot-don-data-co-san-thu-nhap-den-18-trieu-thang-c30p73id200812021.html?open_from=0201_1_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/22/img-1776847609745_177684760972.w-128.h-128.png?v=220513","Nhân Viên Tư Vấn Chốt Đơn - Data Có Sẵn (Thu Nhập Đến 18 Triệu / Tháng)","HỘ KINH DOANH PHẦN MỀM NGUYỄN ANH TUẤN","10 - 18 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-cong-nghe-thong-tin-phu-trach-ung-dung-c8p99id200798678.html?open_from=0201_1_13&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2022/03/22/images/164792083431.w-128.h-128.png?v=220513","Chuyên Viên Công Nghệ Thông Tin (Phụ Trách Ứng Dụng)","Công Ty Cổ Phần Sữa TH","12 - 15 triệu","Nghệ An","Nghệ An","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/truong-phong-ky-su-dien-dien-tu-luong-18-30-trieu-thang-c41p73id200778343.html?open_from=0201_1_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/07/23/images/165854648948.w-128.h-128.jpeg?v=220513","Trưởng Phòng Kỹ Sư Điện - Điện Tử Lương 18 - 30 Triệu / Tháng","Công Ty Cổ Phần Thiết Bị Và Khoa Học Kỹ Thuật Đại Nam","18 - 30 triệu","Hà Nội, TP.HCM","Hà Nội, TP.HCM","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/ky-su-giai-phap-presales-vien-thong-uc-thu-nhap-toi-30-trieu-c13p73id200803268.html?open_from=0201_1_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/09/08/images/166260775976.w-128.h-128.png?v=220513","Kỹ Sư Giải Pháp (Presales) – Viễn Thông / Uc - Thu Nhập Tới 30 Triệu","Công Ty Cổ Phần Đầu Tư Vintech Việt Nam","20 - 30 triệu","Hà Nội","Hà Nội","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-bao-hanh-it-laptop-linh-kien-c10p73id200790582.html?open_from=0201_1_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/d8dfbb91bb3aa88c8143954e351ec186_1555992453_song_hng.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật / Bảo Hành IT ( Laptop, Linh Kiện)","Công Ty TNHH Công Nghệ Song Hùng","9 - 13 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-luong-cung-10-15-trieu-hoa-hong-c13p73id200812753.html?open_from=0201_1_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/1ae3f692e2afa4dec7ba9868ebdd8101_596d79b5ce0b6_1500346805.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh Lương Cứng 10-15 Triệu + Hoa Hồng","Công Ty Cổ Phần Công Nghệ Dss Việt Nam","10 - 40 triệu","Hà Nội","Hà Nội","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-cong-nghe-thong-tin-c7p123id200809633.html?open_from=0201_1_18&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/09/a416df97cf8b6ed5379a_171523544325.w-128.h-128.jpg?v=220513","Nhân Viên Công Nghệ Thông Tin","Công Ty TNHH MTV Thuốc Lá Long An","10 - 13 triệu","Long An","Long An","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-su-ha-tang-c7p73id200759391.html?open_from=0201_1_19&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/company-logo-medium/022020/cb0035d1e4c7e277bebe9ac8b6afcce5.w-128.h-128.jpg?v=220513","Kỹ Sư Hạ Tầng","Công Ty Cổ Phần Công Nghệ Vietrad","8 - 20 triệu","Hà Nội","Hà Nội","Còn 4 ngày","Ngày hết hạn nộp hồ sơ 07/05/2026"
"https://vieclam24h.vn/luat-phap-ly-tuan-thu/nhan-vien-lap-du-toan-dau-thau-du-an-di-lam-ngay-c25p122id200803618.html?open_from=0201_1_20&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Lập Dự Toán (Đấu Thầu) Dự Án  _ Đi Làm Ngay","Công Ty TNHH Đầu Tư Sản Xuất Hương Tràm","10 - 20 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/lam-dong-tuyen-nhan-vien-ky-thuat-thu-nhap-len-den-18-trieu-c7p116id200809816.html?open_from=0201_1_21&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965621389_172196562185.w-128.h-128.png?v=220513","Lâm Đồng Tuyển Nhân Viên Kỹ Thuật Thu Nhập Lên Đến 18 Triệu","Công Ty Cổ Phần Viễn Thông Fpt","8 - 18 triệu","Lâm Đồng, Ninh Thuận, Bình Thuận","Lâm Đồng, Ninh Thuận, Bình Thuận","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-tu-van-kinh-doanh-phan-mem-co-data-khach-hang-c8p73id200803695.html?open_from=0201_1_22&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/22/White%20and%20Green%20Modern%20Hiring%20Instagram%20Post%20(2)_171634815526.w-128.h-128.png?v=220513","Nhân Viên Tư Vấn / Kinh Doanh Phần Mềm (Có Data Khách Hàng)","Công Ty Cổ Phần Công Nghệ Kiotviet","10 - 20 triệu","Hà Nội","Hà Nội","Còn 16 ngày","Ngày hết hạn nộp hồ sơ 19/05/2026"
"https://vieclam24h.vn/ke-toan/ke-toan-chi-c17p122id200799630.html?open_from=0201_1_23&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/24/img-1721820319506_172182032083.w-128.h-128.png?v=220513","Kế Toán Chi","Siêu Việt Group","Thoả thuận","TP.HCM","TP.HCM","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-muc-in-may-in-thu-nhap-len-den-15-trieu-nhan-viec-ngay-c7p122id200797903.html?open_from=0201_1_24&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/07/03/db275d6a3d61ed3fb470_168835467525.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Mực In, Máy In - Thu Nhập Lên Đến 15 Triệu - Nhận Việc Ngay","Chi Nhánh Công Ty Trách Nhiệm Hữu Hạn Mực In Quang Đạt","8 - 15 triệu","TP.HCM","TP.HCM","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-dien-tu-lap-trinh-nhung-c41p73id200816480.html?open_from=0201_1_25&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/02/15/images/164489255912.w-128.h-128.png?v=220513","Kỹ Sư Điện Tử Lập Trình Nhúng","Công Ty Cổ Phần Sản Xuất Thiết Bị Điện Tử Tin Học","10 - 17 triệu","Hà Nội","Hà Nội","Còn 26 ngày","Ngày hết hạn nộp hồ sơ 29/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-su-phan-mem-c7p73id200816477.html?open_from=0201_1_26&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/02/15/images/164489255912.w-128.h-128.png?v=220513","Kỹ Sư Phần Mềm","Công Ty Cổ Phần Sản Xuất Thiết Bị Điện Tử Tin Học","10 - 20 triệu","Hà Nội","Hà Nội","Còn 26 ngày","Ngày hết hạn nộp hồ sơ 29/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-c7p119id200815463.html?open_from=0201_1_27&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5ef30127eec82_1592983847.w-128.h-128.jpg?v=220513","Nhân Viên IT","Công Ty TNHH Polifilm Việt Nam","15 - 20 triệu","Bình Dương","Bình Dương","Còn 16 ngày","Ngày hết hạn nộp hồ sơ 19/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-ky-thuat-sua-may-tinh-pc-laptop-tan-binh-tan-phu-phu-nhuan-tphcm-c7p122id200812372.html?open_from=0201_1_28&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/03/22/images/img_vieclam24h_vn_161638685181.w-128.h-128.png?v=220513","Nhân Viên IT Kỹ Thuật Sửa Máy Tính Pc Laptop (Tân Bình, Tân Phú, Phú Nhuận - TPHCM)","Công Ty TNHH Phát Triển Công Nghệ Trường Thịnh Group","10 - 20 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-lam-viec-tai-viettel-tren-toan-quoc-thu-nhap-tu-13-18-trieu-c34p90id200812117.html?open_from=0201_1_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/23/ghr_177690812667.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật - Làm Việc Tại Viettel Trên Toàn Quốc - Thu Nhập Từ 13-18 Triệu","Công Ty Cổ Phần Thương Mại Và Dịch Vụ Ghr","13 - 18 triệu","Bắc Ninh, Phú Thọ, Hải Phòng, +2","Bắc Ninh, Phú Thọ, Hải Phòng, Hà Tĩnh, Hà Nội","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/ky-thuat-lap-trinh-may-phay-tien-cnc-c47p122id200797014.html?open_from=0201_1_30&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/company-logo-medium/102018/978dcd7910eee46fc36a907591dcbd53.w-128.h-128.jpg?v=220513","Kỹ Thuật Lập Trình Máy Phay Tiện CNC","Công Ty TNHH Phan Vinh Seimitsu","10 - 15 triệu","TP.HCM","TP.HCM","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-it-may-tinh-may-in-mang-camera-gio-hanh-chinh-vo-cuong-bac-ninh-c7p90id200796089.html?open_from=0201_2_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/company-logo-medium/042019/EJxe0pxmnGsfgeu0H5JderW0js0IVoju897PcPRq.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật IT (Máy Tính - Máy In - Mạng - Camera) - Giờ Hành Chính (Võ Cường, Bắc Ninh)","Công Ty TNHH Máy Tính F5","12 - 18 triệu","Bắc Ninh","Bắc Ninh","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-thuat-vien-technician-c41p122id200807247.html?open_from=0201_2_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/17/images_177639619434.w-128.h-128.jpg?v=220513","Kỹ Thuật Viên / Technician","Công Ty TNHH Thương Mại Kỹ Thuật Beta","15 - 25 triệu","TP.HCM","TP.HCM","Còn 15 ngày","Ngày hết hạn nộp hồ sơ 18/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-may-tinh-tai-bac-ninh-khong-can-kinh-nghiem-c7p90id200790197.html?open_from=0201_2_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/17/z5546810798922_3da068ecf0e0d5537df09456592bbeca_171860489533.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Máy Tính - Tại Bắc Ninh - Không Cần Kinh Nghiệm","Công Ty TNHH Thương Mại Và Đầu Tư Tổng Hợp Anh Phát","7 - 15 triệu","Bắc Ninh","Bắc Ninh","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-network-quan-ly-it-c7p122id200806584.html?open_from=0201_2_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/default/2022/10/25/images/166668641521.w-128.h-128.png?v=220513","Nhân Viên Network - Quản Lý IT","Công Ty TNHH Bảo Dưỡng Công Nghệ Toàn Cầu VN","28 - 30 triệu","TP.HCM","TP.HCM","Còn 18 ngày","Ngày hết hạn nộp hồ sơ 21/05/2026"
"https://vieclam24h.vn/it-phan-mem/ky-su-it-kiem-thiet-ke-c8p73id200806408.html?open_from=0201_2_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/08/img-1775611701737_177561170256.w-128.h-128.png?v=220513","Kỹ Sư IT Kiêm Thiết Kế","CÔNG TY CỔ PHẦN TẬP ĐOÀN NGÔI SAO MỚI","15 - 30 triệu","Hà Nội, Bắc Ninh","Hà Nội, Bắc Ninh","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/truong-phong-phu-trach-kenh-phan-phoi-di-lam-ngay-c13p122id200804201.html?open_from=0201_2_6&search_id=8934079a3f634e9eeb36b3c501feb62a","","Trưởng Phòng - Phụ Trách Kênh Phân Phối (Đi Làm Ngay)","Công Ty TNHH Đầu Tư Sản Xuất Hương Tràm","20 - 50 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-xu-ly-file-thiet-ke-in-an-bao-bi-binh-thanh-hcm-c3p122id200803834.html?open_from=0201_2_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/02/11/z6306278864364_b751c27e6e953ef95add337eebb4e24a_173923884836.w-128.h-128.jpg?v=220513","Nhân Viên Xử Lý File Thiết Kế In Ấn Bao Bì (Bình Thạnh - HCM)","Công Ty TNHH Independence Việt Nam","7 - 10 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-may-in-c7p73id200803476.html?open_from=0201_2_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/12/08/images/167046700563.w-128.h-128.jpeg?v=220513","Nhân Viên Kỹ Thuật Máy In","Công Ty TNHH Kinh Doanh Thiết Bị Máy Văn Phòng Hoàng Minh","9 - 15 triệu","Hà Nội","Hà Nội","Còn 2 ngày","Ngày hết hạn nộp hồ sơ 05/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-thiet-ke-dien-nhe-am-thanh-anh-sang-c41p73id200801425.html?open_from=0201_2_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/02/04/1580789747_logo300x300.w-128.h-128.png?v=220513","Nhân Viên Thiết Kế Điện Nhẹ - Âm Thanh Ánh Sáng","Công Ty TNHH Thương Mại Dịch Vụ Và Công Nghệ Hải Hưng","10 - 30 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/it-phan-mem/full-stack-developer-junior-ai-python-net-upto-1-100-c8p119id200802954.html?open_from=0201_2_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2020/12/23/images/160871353967.w-128.h-128.png?v=220513","Full Stack Developer (Junior AI / Python /.Net) - Upto $1,100","Công Ty TNHH Pungkook Sai Gon II","25 - 30 triệu","Bình Dương","Bình Dương","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-sua-chua-dien-thoai-laptop-thu-nhap-10-15-trieu-c7p122id200789476.html?open_from=0201_2_11&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/03/19/Untitled%20design%20(3)_171082291798.w-128.h-128.png?v=220513","Nhân Viên Sửa Chữa Điện Thoại / Laptop (Thu Nhập 10–15 Triệu)","Công Ty TNHH Công Nghệ Istar","10 - 15 triệu","TP.HCM","TP.HCM","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-tu-van-kinh-doanh-phan-mem-cung-cap-data-khach-hang-c8p73id200785812.html?open_from=0201_2_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/22/White%20and%20Green%20Modern%20Hiring%20Instagram%20Post%20(2)_171634815526.w-128.h-128.png?v=220513","Chuyên Viên Tư Vấn Kinh Doanh Phần Mềm (Cung Cấp Data Khách Hàng)","Công Ty Cổ Phần Công Nghệ Kiotviet","10 - 20 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/xay-dung/ky-su-dien-nhe-xay-dung-c31p73id200788289.html?open_from=0201_2_13&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2018/10/26/1540524904_Nguyen_Loc1.w-128.h-128.jpg?v=220513","Kỹ Sư Điện Nhẹ (Xây Dựng)","Công Ty TNHH Công Nghệ Nguyên Lộc","15 - 25 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/quan-ly-du-an/quan-ly-du-an-an-ninh-mang-c27p73id200806486.html?open_from=0201_2_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/20/img-1776654427843_177665442877.w-128.h-128.png?v=220513","Quản Lý Dự Án An Ninh Mạng","Công Ty Cổ Phần An Ninh Mạng Scs","15 - 20 triệu","Hà Nội","Hà Nội","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-cong-nghe-thong-tin-co-chuyen-mon-ve-it-phan-cung-mang-c7p111id200802521.html?open_from=0201_2_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/09/22/140831-200x200_175853571558.w-128.h-128.jpg?v=220513","Nhân Viên Công Nghệ Thông Tin, Có Chuyên Môn Về IT Phần Cứng - Mạng","Công Ty TNHH Gia Hòa","8 - 12 triệu","Bình Thuận","Bình Thuận","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-c34p122id200816154.html?open_from=0201_2_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2022/06/06/images/165448825765.w-128.h-128.jpeg?v=220513","Nhân Viên Kỹ Thuật","Công Ty TNHH Thiết Bị Văn Phòng Minh Khôi","7 - 10 triệu","TP.HCM","TP.HCM","Còn 20 ngày","Ngày hết hạn nộp hồ sơ 23/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-it-trien-khai-du-an-c8p73id200800283.html?open_from=0201_2_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2025/05/03/img-1746257222510_174625731257.w-128.h-128.png?v=220513","Nhân Viên IT - Triển Khai Dự Án","Công Ty TNHH Hubei","19 - 22 triệu","Hà Nội","Hà Nội","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
