"ilabel","small-text","imt-3","bg-white href","border-radius-normal src","text-rich-grey","sign-in-view-salary href","position-relative","position-relative href","text-rich-grey 2","text-rich-grey 3","text-reset","text-reset href","text-reset 2","text-reset href 2","text-reset 3","text-reset href 3","text-reset 4","text-reset href 4","text-reset 5","text-reset href 5","text-reset 6","text-reset href 6","stretched-link"
"","Posted
17 days ago","Senior Technical Business Analyst (Agile, Scrum)","https://itviec.com/companies/tag-worldwide?lab_feature=preview_jd_page","","TAG Worldwide","https://itviec.com/sign_in?job=senior-technical-business-analyst-agile-scrum-tag-worldwide-5054&job_index=12&view_salary_source=search_page","Business Analyst","https://itviec.com/it-jobs/business-analyst","At office","Ho Chi Minh","Business Analysis","https://itviec.com/it-jobs/business-analysis?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","Project Management","https://itviec.com/it-jobs/project-management?click_source=Skill+tag","Agile","https://itviec.com/it-jobs/agile?click_source=Skill+tag","Scrum","https://itviec.com/it-jobs/scrum?click_source=Skill+tag","","","+1"
"","Posted
17 days ago","Frontend Developer (ReactJS, React Native, JavaScript)","https://itviec.com/companies/tag-worldwide?lab_feature=preview_jd_page","","TAG Worldwide","https://itviec.com/sign_in?job=frontend-developer-reactjs-react-native-javascript-tag-worldwide-4406&job_index=13&view_salary_source=search_page","Frontend Developer","https://itviec.com/it-jobs/frontend-developer","At office","Ho Chi Minh","JavaScript","https://itviec.com/it-jobs/javascript?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","Git","https://itviec.com/it-jobs/git?click_source=Skill+tag","CSS","https://itviec.com/it-jobs/css?click_source=Skill+tag","React Native","https://itviec.com/it-jobs/react-native?click_source=Skill+tag","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag",""
"","Posted
17 days ago","Full-stack Developer (Frontend focus)","https://itviec.com/companies/mti-technology?lab_feature=preview_jd_page","","MTI TECHNOLOGY","https://itviec.com/sign_in?job=full-stack-developer-frontend-focus-mti-technology-5436&job_index=14&view_salary_source=search_page","Fullstack Developer","https://itviec.com/it-jobs/fullstack-developer","Hybrid","Ho Chi Minh","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","","","","","","","","",""
"","Posted
17 days ago","Magento Backend Developer (OOP, PHP, MVVM)","https://itviec.com/companies/tag-worldwide?lab_feature=preview_jd_page","","TAG Worldwide","https://itviec.com/sign_in?job=magento-backend-developer-oop-php-mvvm-tag-worldwide-5404&job_index=15&view_salary_source=search_page","Backend Developer","https://itviec.com/it-jobs/backend-developer","At office","Ho Chi Minh","Magento","https://itviec.com/it-jobs/magento?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","MVVM","https://itviec.com/it-jobs/mvvm?click_source=Skill+tag","PHP","https://itviec.com/it-jobs/php?click_source=Skill+tag","OOP","https://itviec.com/it-jobs/oop?click_source=Skill+tag","","",""
"","Posted
17 days ago","Salesforce Developer","https://itviec.com/companies/lg-cns-viet-nam?lab_feature=preview_jd_page","","LG CNS Việt Nam","https://itviec.com/sign_in?job=salesforce-developer-lg-cns-viet-nam-2250&job_index=16&view_salary_source=search_page","ERP Consultant","https://itviec.com/it-jobs/erp-consultant","At office","Ha Noi","ERP","https://itviec.com/it-jobs/erp?click_source=Skill+tag","Salesforce","https://itviec.com/it-jobs/salesforce?click_source=Skill+tag","","","","","","","","",""
"","Posted
17 days ago","Security Engineer","https://itviec.com/companies/cong-ty-co-phan-cmc-openai?lab_feature=preview_jd_page","","CÔNG TY CỔ PHẦN CMC OPENAI","https://itviec.com/sign_in?job=security-engineer-cong-ty-co-phan-cmc-openai-3314&job_index=17&view_salary_source=search_page","Solution Architect","https://itviec.com/it-jobs/solution-architect","At office","Ha Noi","System Architecture","https://itviec.com/it-jobs/system-architecture?click_source=Skill+tag","System Admin","https://itviec.com/it-jobs/system-admin?click_source=Skill+tag","Cloud Security","https://itviec.com/it-jobs/cloud-security?click_source=Skill+tag","GCP","https://itviec.com/it-jobs/gcp?click_source=Skill+tag","AWS","https://itviec.com/it-jobs/aws?click_source=Skill+tag","","","+1"
"","Posted
17 days ago","Business Analyst (ERP/MES/Garment Industry)","https://itviec.com/companies/ai-di?lab_feature=preview_jd_page","","AI+DI","https://itviec.com/sign_in?job=business-analyst-erp-mes-garment-industry-ai-di-1834&job_index=18&view_salary_source=search_page","Business Analyst","https://itviec.com/it-jobs/business-analyst","At office","Ho Chi Minh","Business Analysis","https://itviec.com/it-jobs/business-analysis?click_source=Skill+tag","SRS","https://itviec.com/it-jobs/srs?click_source=Skill+tag","BPMN","https://itviec.com/it-jobs/bpmn?click_source=Skill+tag","ERP","https://itviec.com/it-jobs/erp?click_source=Skill+tag","User story","https://itviec.com/it-jobs/user-story?click_source=Skill+tag","","",""
"","Posted
17 days ago","Senior Software Engineer (Java/NextJS/AI Native)","https://itviec.com/companies/hrs-group?lab_feature=preview_jd_page","","HRS Group","https://itviec.com/sign_in?job=senior-software-engineer-java-nextjs-ai-native-hrs-group-0634&job_index=19&view_salary_source=search_page","Fullstack Developer","https://itviec.com/it-jobs/fullstack-developer","Hybrid","Ho Chi Minh","Java","https://itviec.com/it-jobs/java?click_source=Skill+tag","Python","https://itviec.com/it-jobs/python?click_source=Skill+tag","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag","NextJS","https://itviec.com/it-jobs/nextjs?click_source=Skill+tag",""
"","Posted
17 days ago","Business Analyst (Agile, Proficient in English)","https://itviec.com/companies/realestatedoc?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTA0MzQ5OCwicHVyIjoiYmxvYl9pZCJ9fQ==--2aca712b7054a7c3585d0735b5cc8ed431300ef1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/redoc-symbol@3x.png","RealEstateDoc","https://itviec.com/sign_in?job=business-analyst-agile-proficient-in-english-realestatedoc-0841&job_index=0&view_salary_source=search_page","Business Analyst","https://itviec.com/it-jobs/business-analyst","At office","Ho Chi Minh","Business Analysis","https://itviec.com/it-jobs/business-analysis?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","UI-UX","https://itviec.com/it-jobs/ui-ux?click_source=Skill+tag","Agile","https://itviec.com/it-jobs/agile?click_source=Skill+tag","","","","",""
"","Posted
18 days ago","Game Developer (Cocos Creator)","https://itviec.com/companies/future-game-studio?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjU3NDUzNSwicHVyIjoiYmxvYl9pZCJ9fQ==--f11cc04079d016e4b7af4c24d50e7e9f84e3084b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--38cf628da18014271cd7a04458be413e21f554ca/z6956411880473_92db0c2418204a2e0d114f44e6b8d857.jpg","Future Game Studio","https://itviec.com/sign_in?job=game-developer-cocos-creator-future-game-studio-3939&job_index=1&view_salary_source=search_page","Frontend Developer","https://itviec.com/it-jobs/frontend-developer","At office","Ho Chi Minh","Games","https://itviec.com/it-jobs/games?click_source=Skill+tag","Git","https://itviec.com/it-jobs/git?click_source=Skill+tag","Unreal Engine","https://itviec.com/it-jobs/unreal-engine?click_source=Skill+tag","UI-UX","https://itviec.com/it-jobs/ui-ux?click_source=Skill+tag","Unity","https://itviec.com/it-jobs/unity?click_source=Skill+tag","Cocos Creator","https://itviec.com/it-jobs/cocos-creator?click_source=Skill+tag",""
"","Posted
18 days ago","Frontend Developer (ReactJS)","https://itviec.com/companies/opes-insurance?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjU5NTE0NiwicHVyIjoiYmxvYl9pZCJ9fQ==--aa7d3a85894a50e369181a8f2a8fb6605ba401ff/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OPES-Logos-02.png","Opes Insurance","https://itviec.com/sign_in?job=frontend-developer-reactjs-opes-insurance-0718&job_index=2&view_salary_source=search_page","Frontend Developer","https://itviec.com/it-jobs/frontend-developer","At office","Ha Noi","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag","JavaScript","https://itviec.com/it-jobs/javascript?click_source=Skill+tag","CSS","https://itviec.com/it-jobs/css?click_source=Skill+tag","HTML5","https://itviec.com/it-jobs/html5?click_source=Skill+tag","","",""
"","Posted
18 days ago","Middle/Senior Software Engineer (Java)","https://itviec.com/companies/m_service-momo?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjA0NjgzMiwicHVyIjoiYmxvYl9pZCJ9fQ==--03f3b18b330fba781cafe034dd1b56cbcff0e550/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/MoMo%20Logo.png","M_Service (MoMo)","https://itviec.com/sign_in?job=middle-senior-software-engineer-java-m_service-momo-0335&job_index=3&view_salary_source=search_page","Backend Developer","https://itviec.com/it-jobs/backend-developer","At office","Ho Chi Minh - Ha Noi","Java","https://itviec.com/it-jobs/java?click_source=Skill+tag","SOLID Principles","https://itviec.com/it-jobs/solid-principles?click_source=Skill+tag","OOP","https://itviec.com/it-jobs/oop?click_source=Skill+tag","MySQL","https://itviec.com/it-jobs/mysql?click_source=Skill+tag","Spring","https://itviec.com/it-jobs/spring?click_source=Skill+tag","","",""
"","Posted
18 days ago","Mid/Senior Java Developer","https://itviec.com/companies/saigon-technology?lab_feature=preview_jd_page","","Saigon Technology","https://itviec.com/sign_in?job=mid-senior-java-developer-saigon-technology-2604&job_index=5&view_salary_source=search_page","Backend Developer","https://itviec.com/it-jobs/backend-developer","Hybrid","Ho Chi Minh - Da Nang","Java","https://itviec.com/it-jobs/java?click_source=Skill+tag","Git","https://itviec.com/it-jobs/git?click_source=Skill+tag","SOLID Principles","https://itviec.com/it-jobs/solid-principles?click_source=Skill+tag","Spring Boot","https://itviec.com/it-jobs/spring-boot?click_source=Skill+tag","Spring","https://itviec.com/it-jobs/spring?click_source=Skill+tag","","",""
"","Posted
18 days ago","Senior Business Analyst (Customer Care Center)","https://itviec.com/companies/phu-hung-securities-phs?lab_feature=preview_jd_page","","Phu Hung Securities (PHS)","https://itviec.com/sign_in?job=senior-business-analyst-customer-care-center-phu-hung-securities-phs-4718&job_index=6&view_salary_source=search_page","Business Analyst","https://itviec.com/it-jobs/business-analyst","At office","Ho Chi Minh","Data Analysis","https://itviec.com/it-jobs/data-analysis?click_source=Skill+tag","Automation Test","https://itviec.com/it-jobs/automation-test?click_source=Skill+tag","Project Management","https://itviec.com/it-jobs/project-management?click_source=Skill+tag","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag","CRM","https://itviec.com/it-jobs/crm?click_source=Skill+tag","","","+1"
"","Posted
18 days ago","Back-end Developer (Node.js/Java)","https://itviec.com/companies/phu-hung-securities-phs?lab_feature=preview_jd_page","","Phu Hung Securities (PHS)","https://itviec.com/sign_in?job=back-end-developer-node-js-java-phu-hung-securities-phs-4148&job_index=7&view_salary_source=search_page","Backend Developer","https://itviec.com/it-jobs/backend-developer","At office","Ho Chi Minh","Java","https://itviec.com/it-jobs/java?click_source=Skill+tag","Oracle","https://itviec.com/it-jobs/oracle?click_source=Skill+tag","API","https://itviec.com/it-jobs/api?click_source=Skill+tag","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","Microservices","https://itviec.com/it-jobs/microservices?click_source=Skill+tag","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag",""
"","Posted
18 days ago","Network & System Administrator","https://itviec.com/companies/phu-hung-securities-phs?lab_feature=preview_jd_page","","Phu Hung Securities (PHS)","https://itviec.com/sign_in?job=network-system-administrator-phu-hung-securities-phs-3850&job_index=8&view_salary_source=search_page","Network Engineer","https://itviec.com/it-jobs/network-engineer","At office","Ho Chi Minh","System Admin","https://itviec.com/it-jobs/system-admin?click_source=Skill+tag","Firewall","https://itviec.com/it-jobs/firewall?click_source=Skill+tag","AWS","https://itviec.com/it-jobs/aws?click_source=Skill+tag","Windows Server","https://itviec.com/it-jobs/windows-server?click_source=Skill+tag","Linux","https://itviec.com/it-jobs/linux?click_source=Skill+tag","","","+1"
"","Posted
18 days ago","Middle/Senior Backend Engineer(English, Fullstack plus)","https://itviec.com/companies/porters-asia-vietnam-co-ltd?lab_feature=preview_jd_page","","Porters Asia Vietnam Co., Ltd.","https://itviec.com/sign_in?job=middle-senior-backend-engineer-english-fullstack-plus-porters-asia-vietnam-co-ltd-0758&job_index=9&view_salary_source=search_page","Backend Developer","https://itviec.com/it-jobs/backend-developer","At office","Ho Chi Minh","Java","https://itviec.com/it-jobs/java?click_source=Skill+tag","PHP","https://itviec.com/it-jobs/php?click_source=Skill+tag","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","Spring Boot","https://itviec.com/it-jobs/spring-boot?click_source=Skill+tag","SQL","https://itviec.com/it-jobs/sql?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag",""
"","Posted
18 days ago","AI Agent Engineer (ML, Python, TypeSript, .NET, ADK)","https://itviec.com/companies/truong-minh-thinh-technology-joint-stock-company?lab_feature=preview_jd_page","","TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY","https://itviec.com/sign_in?job=ai-agent-engineer-ml-python-typesript-net-adk-truong-minh-thinh-technology-joint-stock-company-0419&job_index=10&view_salary_source=search_page","AI / Machine Learning Engineer","https://itviec.com/it-jobs/ai-machine-learning-engineer","At office","Ho Chi Minh","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag",".NET","https://itviec.com/it-jobs/.net?click_source=Skill+tag","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag","Python","https://itviec.com/it-jobs/python?click_source=Skill+tag","Prompt Engineering","https://itviec.com/it-jobs/prompt-engineering?click_source=Skill+tag","","","+1"
